frame,play_num,id,x1,y1,w,h,1,-1,-1,-1
62,1,3,1133.919174,97.38843193,40.77565011,103.6547654,1,-1,-1,-1
62,1,4,1132.129601,154.7681519,53.30979458,141.8074136,1,-1,-1,-1
62,1,5,376.670711,207.2490147,67.35547094,111.5451021,1,-1,-1,-1
62,1,6,1001.885809,108.2085891,37.67379794,81.60158881,1,-1,-1,-1
62,1,7,538.087659,199.9860561,57.77914826,103.8357363,1,-1,-1,-1
62,1,8,564.1211857,245.7453429,97.70252697,167.3008936,1,-1,-1,-1
62,1,9,445.681409,234.0578268,71.32673416,170.6508914,1,-1,-1,-1
62,1,10,1060.22845,113.5305737,33.97801286,77.66723364,1,-1,-1,-1
62,1,11,317.9013328,354.3153355,80.32973247,157.6300747,1,-1,-1,-1
62,1,12,609.6539825,242.1110546,75.05864476,164.9313106,1,-1,-1,-1
62,1,13,4.663042787,173.0098689,72.15156048,142.5136219,1,-1,-1,-1
62,1,14,85.65754383,96.171908,42.05600459,105.8700852,1,-1,-1,-1
62,1,15,882.460891,358.0333712,106.1912602,141.3714578,1,-1,-1,-1
62,1,16,-54.62590512,230.798852,65.42669912,170.2342329,1,-1,-1,-1
62,1,17,492.3777089,83.75704097,34.16062018,74.49746335,1,-1,-1,-1
62,1,18,662.3056651,228.4754995,73.93309117,142.5963998,1,-1,-1,-1
62,1,19,518.1774014,80.6821444,39.34289525,80.05191224,1,-1,-1,-1
62,1,20,870.8799665,7.627465978,33.95995103,65.5659744,1,-1,-1,-1
62,1,21,916.5895007,169.7298574,67.0799404,110.8306812,1,-1,-1,-1
62,1,22,979.4196103,367.9384461,106.2292036,227.8205817,1,-1,-1,-1
62,1,23,882.9226462,226.0746579,66.15252316,128.3463607,1,-1,-1,-1
62,1,24,738.212564,203.5343457,64.65711574,118.8103908,1,-1,-1,-1
62,1,25,216.7582912,111.90382,35.34469751,84.66231933,1,-1,-1,-1
62,1,26,611.8690062,229.482782,63.44350621,152.0506714,1,-1,-1,-1
63,1,1,-37.88271393,392.2690058,91.00083733,243.9357833,1,-1,-1,-1
63,1,2,284.323568,207.3977268,53.28285549,111.3662135,1,-1,-1,-1
63,1,3,1133.787946,97.1121142,40.82779714,103.8742063,1,-1,-1,-1
63,1,4,1132.001391,154.5528324,53.42943254,142.1765823,1,-1,-1,-1
63,1,5,376.7871839,207.8988647,67.00553006,110.6176301,1,-1,-1,-1
63,1,6,1001.939913,108.1871886,37.68060828,81.5987957,1,-1,-1,-1
63,1,7,540.650819,200.272891,58.54082526,105.2026915,1,-1,-1,-1
63,1,8,568.3045634,244.0432129,98.94655553,169.9291023,1,-1,-1,-1
63,1,9,445.5804263,233.8026542,71.51626528,171.1162246,1,-1,-1,-1
63,1,10,1060.080957,113.6544907,34.28556575,78.36242929,1,-1,-1,-1
63,1,11,317.9801116,354.5270616,80.18088137,157.2228301,1,-1,-1,-1
63,1,12,610.31039,239.9684315,73.65917926,162.3212411,1,-1,-1,-1
63,1,13,4.659999899,173.0339,72.12930559,142.4477224,1,-1,-1,-1
63,1,14,85.59488373,96.2565157,42.0157999,105.7873898,1,-1,-1,-1
63,1,15,882.9819783,358.6377367,105.3416904,140.2352562,1,-1,-1,-1
63,1,16,-55.48494272,230.136112,65.96639718,171.6368201,1,-1,-1,-1
63,1,17,492.1796389,83.26317502,34.58896537,75.3517182,1,-1,-1,-1
63,1,18,661.8069664,228.5299044,75.05818504,144.8305848,1,-1,-1,-1
63,1,19,518.3582358,81.01161324,39.07894858,79.51997404,1,-1,-1,-1
63,1,20,870.884825,7.672793899,33.83156763,65.32238334,1,-1,-1,-1
63,1,21,916.6963477,170.0857713,66.95397248,110.7567786,1,-1,-1,-1
63,1,22,974.1721317,365.2412753,104.5530208,223.2949915,1,-1,-1,-1
63,1,23,881.3335959,225.4749076,64.67910154,125.5483407,1,-1,-1,-1
63,1,24,741.3766237,203.1573218,65.20068325,119.3061437,1,-1,-1,-1
63,1,25,216.7159073,111.6541799,35.5793136,85.16596391,1,-1,-1,-1
63,1,26,611.1025317,229.2419062,63.58870301,152.5125085,1,-1,-1,-1
64,1,1,-37.93656441,392.0770549,91.13113419,244.2484433,1,-1,-1,-1
64,1,2,284.6361031,209.0581216,52.21340882,109.2424971,1,-1,-1,-1
64,1,3,1133.763997,96.77791773,40.97690746,104.34302,1,-1,-1,-1
64,1,4,1131.853101,154.109975,53.63536494,142.8285015,1,-1,-1,-1
64,1,5,377.026508,208.7431141,66.56637914,109.3566915,1,-1,-1,-1
64,1,6,1001.989552,108.3731858,37.51804501,81.22086286,1,-1,-1,-1
64,1,7,541.9684755,200.7359616,58.22448207,104.7708075,1,-1,-1,-1
64,1,9,447.1587111,234.8320376,68.45001325,163.717924,1,-1,-1,-1
64,1,10,1059.982878,113.5624058,34.51631185,78.88068401,1,-1,-1,-1
64,1,11,317.8639019,354.6990097,80.31057878,157.0654682,1,-1,-1,-1
64,1,12,595.0193824,239.6111726,76.31347864,168.4555822,1,-1,-1,-1
64,1,13,4.56943254,172.9834517,72.30949065,142.6990515,1,-1,-1,-1
64,1,14,85.60151456,96.14207678,42.07312275,105.9536647,1,-1,-1,-1
64,1,15,883.0932954,358.5815866,105.3151383,140.244414,1,-1,-1,-1
64,1,16,-55.07298753,230.4331882,65.7161838,171.0132797,1,-1,-1,-1
64,1,17,492.3064241,83.50886711,34.4031501,74.81757565,1,-1,-1,-1
64,1,18,662.6682949,230.1756619,73.58956942,141.8824881,1,-1,-1,-1
64,1,19,518.5102567,81.32400526,38.75590389,78.85741889,1,-1,-1,-1
64,1,20,870.8797979,7.602151105,33.8787128,65.41221859,1,-1,-1,-1
64,1,21,917.3097848,171.3759228,65.77522804,108.5206819,1,-1,-1,-1
64,1,22,971.9698937,362.5198294,105.5174004,225.5030925,1,-1,-1,-1
64,1,23,879.9380875,223.8120363,65.21160433,126.8116369,1,-1,-1,-1
64,1,24,746.535497,202.2337506,63.50633552,115.065235,1,-1,-1,-1
64,1,25,216.7509575,111.8018377,35.52705042,84.94497523,1,-1,-1,-1
64,1,26,611.2052222,229.9156221,62.81894845,150.9037622,1,-1,-1,-1
65,1,1,-37.95059004,392.048594,91.08838108,244.1147148,1,-1,-1,-1
65,1,2,285.4268377,210.1189666,51.19454667,107.4124112,1,-1,-1,-1
65,1,3,1133.735098,96.66386146,40.97826053,104.4277695,1,-1,-1,-1
65,1,4,1132.010628,154.3639673,53.43268509,142.3485523,1,-1,-1,-1
65,1,5,377.1074854,209.1941496,66.39863185,108.4288616,1,-1,-1,-1
65,1,6,1001.958035,108.2972108,37.55352202,81.26289581,1,-1,-1,-1
65,1,7,542.7422583,201.3056428,57.42343259,103.4794864,1,-1,-1,-1
65,1,9,447.7424572,235.3434295,67.32693125,160.9257315,1,-1,-1,-1
65,1,10,1059.997641,113.5358147,34.60680426,79.05047229,1,-1,-1,-1
65,1,11,317.6730978,354.6911809,80.679777,157.19508,1,-1,-1,-1
65,1,12,593.05593,238.6960715,78.16530488,172.3874631,1,-1,-1,-1
65,1,13,4.730699099,173.359405,72.00509552,141.9968655,1,-1,-1,-1
65,1,14,85.58844308,96.12516942,42.07296454,105.952244,1,-1,-1,-1
65,1,15,882.9413458,358.1916281,105.7035122,140.7126942,1,-1,-1,-1
65,1,16,-56.14420916,230.0047039,66.12152285,172.0048228,1,-1,-1,-1
65,1,17,492.3743055,83.70971503,34.3101914,74.46455319,1,-1,-1,-1
65,1,18,663.1183843,230.6755308,72.97158468,140.7247311,1,-1,-1,-1
65,1,19,518.7194206,81.72318905,38.35884688,78.03592312,1,-1,-1,-1
65,1,20,870.9032958,7.551699078,33.82129105,65.33882587,1,-1,-1,-1
65,1,21,923.2657457,173.8589647,67.24037691,110.3282567,1,-1,-1,-1
65,1,22,971.315466,357.7599087,106.2084207,227.562811,1,-1,-1,-1
65,1,23,880.7197198,222.344466,62.89904868,122.5191242,1,-1,-1,-1
65,1,24,748.2634691,202.4693578,62.79878309,112.4818203,1,-1,-1,-1
65,1,25,216.9732605,112.1987494,35.27753544,84.1682429,1,-1,-1,-1
65,1,26,612.1419152,232.6365025,60.5354738,145.6793432,1,-1,-1,-1
66,1,1,-38.02394351,391.7526187,91.24663293,244.4156151,1,-1,-1,-1
66,1,2,285.2718429,212.0302807,50.96311195,107.6400477,1,-1,-1,-1
66,1,3,1133.740953,96.50533416,41.05264143,104.720892,1,-1,-1,-1
66,1,4,1132.107719,154.6040279,53.30248923,141.9976995,1,-1,-1,-1
66,1,5,379.9818659,209.3175335,66.55622389,108.2253818,1,-1,-1,-1
66,1,6,1002.098249,108.5971549,37.30873585,80.74380138,1,-1,-1,-1
66,1,7,543.1320483,201.772166,56.80343107,102.4865557,1,-1,-1,-1
66,1,9,447.9901729,235.6294388,66.88428771,159.7511663,1,-1,-1,-1
66,1,10,1060.03378,113.7045288,34.41029175,78.57563832,1,-1,-1,-1
66,1,11,317.7778962,354.8217295,80.55671746,156.7516929,1,-1,-1,-1
66,1,12,598.7445027,237.8205256,78.86477586,174.0859229,1,-1,-1,-1
66,1,13,4.696968736,173.3251007,72.07496829,142.0544532,1,-1,-1,-1
66,1,14,85.43634665,95.86151826,42.36653002,106.6776756,1,-1,-1,-1
66,1,15,883.5096661,358.5464688,104.6211935,140.1711899,1,-1,-1,-1
66,1,16,-56.37200313,230.0454617,66.13185026,171.9274801,1,-1,-1,-1
66,1,17,492.2621077,83.68942527,34.43129568,74.57270443,1,-1,-1,-1
66,1,18,664.5351059,230.7828354,70.13171062,134.8863432,1,-1,-1,-1
66,1,19,518.6065629,81.5538624,38.51865212,78.41203984,1,-1,-1,-1
66,1,20,870.9182244,7.647108785,33.73666475,65.23010523,1,-1,-1,-1
66,1,21,920.6944164,174.1916085,64.16128221,105.0060338,1,-1,-1,-1
66,1,22,971.8708009,357.6985316,105.0031753,225.4345189,1,-1,-1,-1
66,1,23,880.5622101,220.6551917,63.33239525,123.6206653,1,-1,-1,-1
66,1,24,747.9071455,204.3631813,64.16264678,113.8419197,1,-1,-1,-1
66,1,25,217.1926043,112.5788076,34.99941472,83.28578233,1,-1,-1,-1
66,1,26,621.1728646,237.5151107,56.44313938,136.1933271,1,-1,-1,-1
67,1,1,-37.99035872,391.8907823,91.19940704,244.1793141,1,-1,-1,-1
67,1,2,284.9336195,211.9630535,51.45225865,109.6703779,1,-1,-1,-1
67,1,3,1133.874523,96.51872048,40.99873116,104.6829912,1,-1,-1,-1
67,1,4,1132.108974,154.5332322,53.31108732,142.0376531,1,-1,-1,-1
67,1,5,377.8974751,209.2247172,67.15215482,108.5869165,1,-1,-1,-1
67,1,6,1002.124058,108.7265149,37.25899326,80.6601094,1,-1,-1,-1
67,1,7,544.6559165,201.8953055,53.87419708,97.0454125,1,-1,-1,-1
67,1,9,448.0791059,235.8293344,66.67712616,159.1614939,1,-1,-1,-1
67,1,10,1060.082861,113.8137431,34.3041458,78.28497446,1,-1,-1,-1
67,1,11,317.7094751,354.6988318,80.70269758,156.9525986,1,-1,-1,-1
67,1,12,600.4898666,235.8715536,80.08399227,176.9895604,1,-1,-1,-1
67,1,13,4.601482892,173.1464275,72.30162034,142.3224221,1,-1,-1,-1
67,1,14,85.51741672,95.99702727,42.2760703,106.4196331,1,-1,-1,-1
67,1,15,883.6782527,358.5443445,104.183109,140.3152585,1,-1,-1,-1
67,1,16,-57.42200839,229.0304336,66.98963185,174.0654756,1,-1,-1,-1
67,1,17,492.2700307,83.70359017,34.54681218,74.63925731,1,-1,-1,-1
67,1,18,664.7866539,230.4902145,69.43591588,133.1781712,1,-1,-1,-1
67,1,19,518.5722056,81.43385292,38.62628741,78.68302068,1,-1,-1,-1
67,1,20,870.9347516,7.6444671,33.74313317,65.29623537,1,-1,-1,-1
67,1,21,922.8997293,174.0310617,63.06310311,103.5324385,1,-1,-1,-1
67,1,22,972.2503273,357.9338421,104.2499613,224.3565824,1,-1,-1,-1
67,1,23,880.2055478,219.5394729,63.85647521,125.0034124,1,-1,-1,-1
67,1,24,747.7516321,205.474581,64.57456463,113.5402666,1,-1,-1,-1
67,1,25,217.2424074,112.5644794,35.05717952,83.22023855,1,-1,-1,-1
67,1,27,960.9041274,63.34946365,35.18957243,66.85183716,1,-1,-1,-1
68,1,1,-38.05518399,391.7626889,91.27515082,244.3221048,1,-1,-1,-1
68,1,2,283.999615,210.3082761,53.01924995,114.1268552,1,-1,-1,-1
68,1,3,1133.991949,96.70721213,40.87444766,104.4372405,1,-1,-1,-1
68,1,4,1132.032966,154.441788,53.36567808,142.1773592,1,-1,-1,-1
68,1,5,376.8583658,209.1460775,67.77580536,108.9095341,1,-1,-1,-1
68,1,6,1002.152395,108.6460263,37.31602832,80.79706876,1,-1,-1,-1
68,1,7,543.5051627,202.1996381,55.65775236,100.1505056,1,-1,-1,-1
68,1,9,446.5200081,234.7123761,69.71540461,166.4804666,1,-1,-1,-1
68,1,10,1060.8518,113.813685,32.91091919,74.86567162,1,-1,-1,-1
68,1,11,317.6155202,354.7447663,80.83927838,156.8883789,1,-1,-1,-1
68,1,12,601.6062658,232.7067082,80.1795385,178.2748399,1,-1,-1,-1
68,1,13,4.461198659,172.8967749,72.52609429,142.8147698,1,-1,-1,-1
68,1,14,85.5429962,96.07832663,42.23295978,106.3097013,1,-1,-1,-1
68,1,15,883.764235,358.6505564,103.8538535,140.2877317,1,-1,-1,-1
68,1,16,-57.80384884,228.5209084,67.44190509,175.0779885,1,-1,-1,-1
68,1,17,492.3181326,83.87377165,34.47108428,74.25552884,1,-1,-1,-1
68,1,18,664.5071364,229.677451,70.07767803,134.0933806,1,-1,-1,-1
68,1,19,518.7902101,81.79769771,38.27647724,77.93024359,1,-1,-1,-1
68,1,20,870.8199258,7.307482903,34.03681377,65.92850397,1,-1,-1,-1
68,1,22,969.1876387,357.3960921,104.4504532,225.0959308,1,-1,-1,-1
68,1,23,879.3794727,217.2419536,65.94807801,129.1985543,1,-1,-1,-1
68,1,24,747.3456728,205.6555513,65.28321992,113.9578468,1,-1,-1,-1
68,1,25,216.589506,113.9179068,36.36555541,86.27193735,1,-1,-1,-1
68,1,27,960.99807,63.14327838,35.35741336,67.16688676,1,-1,-1,-1
69,1,1,-38.05816853,391.7806495,91.30437127,244.5022084,1,-1,-1,-1
69,1,2,283.2006037,208.5239939,54.52996709,118.5754608,1,-1,-1,-1
69,1,3,1134.244004,97.08733253,40.64743624,103.9075941,1,-1,-1,-1
69,1,4,1132.041662,154.4541383,53.37671441,142.2270528,1,-1,-1,-1
69,1,5,376.3595363,209.2931833,68.07396253,108.6910259,1,-1,-1,-1
69,1,6,1002.151714,108.726168,37.22440871,80.64224936,1,-1,-1,-1
69,1,7,542.7998093,202.5127861,56.70514175,101.6750903,1,-1,-1,-1
69,1,9,445.9078196,234.2473494,70.91278061,169.3354115,1,-1,-1,-1
69,1,10,1060.384308,113.8828371,33.81774585,76.87831999,1,-1,-1,-1
69,1,11,317.5585425,354.749258,81.00503896,156.912211,1,-1,-1,-1
69,1,12,602.4209497,231.2685986,79.47621816,178.4385504,1,-1,-1,-1
69,1,13,4.548202589,172.9638616,72.3645239,142.6678551,1,-1,-1,-1
69,1,14,85.72462478,96.30019255,42.00368624,105.7932195,1,-1,-1,-1
69,1,15,883.7176796,358.5175897,103.9107825,140.7448683,1,-1,-1,-1
69,1,16,-58.62092166,227.8433517,68.03119677,176.5681065,1,-1,-1,-1
69,1,17,492.1307271,83.57364901,34.85813242,74.92700017,1,-1,-1,-1
69,1,18,663.7627849,227.9084956,71.62580321,137.1331024,1,-1,-1,-1
69,1,19,518.8493938,82.02786158,38.04935453,77.48591042,1,-1,-1,-1
69,1,20,870.888055,7.354851747,33.9827501,65.88455232,1,-1,-1,-1
69,1,22,965.8819701,358.677898,103.3461651,223.3884288,1,-1,-1,-1
69,1,23,877.8835563,216.994406,69.00926905,135.4249284,1,-1,-1,-1
69,1,24,742.711849,206.0491857,68.79394726,120.0992361,1,-1,-1,-1
69,1,25,216.4541423,114.432162,36.82472085,87.31259753,1,-1,-1,-1
69,1,27,960.9710258,63.04284336,35.40514059,67.24286713,1,-1,-1,-1
69,1,26,634.1271859,236.2266958,53.58635057,130.0470125,1,-1,-1,-1
70,1,1,-38.19343189,391.3185762,91.65244941,245.4524846,1,-1,-1,-1
70,1,2,282.4941996,206.9123221,55.63413376,122.1964802,1,-1,-1,-1
70,1,3,1134.203752,97.06266545,40.81851843,104.3932606,1,-1,-1,-1
70,1,4,1132.018499,154.3856504,53.38517804,142.3965692,1,-1,-1,-1
70,1,5,375.9999472,209.2310488,68.58724157,108.8612432,1,-1,-1,-1
70,1,6,1002.12424,108.6863624,37.27729208,80.78614377,1,-1,-1,-1
70,1,7,538.451329,203.2623938,59.67262637,106.524843,1,-1,-1,-1
70,1,9,445.7187478,234.1761344,71.285803,170.2286232,1,-1,-1,-1
70,1,10,1060.949511,113.8356105,32.84788648,74.36636614,1,-1,-1,-1
70,1,11,317.4571718,354.6344279,81.26216677,157.1667001,1,-1,-1,-1
70,1,12,602.8273779,230.1134726,79.07835928,179.5629539,1,-1,-1,-1
70,1,13,0.811050847,173.0047037,74.15971102,147.8998236,1,-1,-1,-1
70,1,14,85.76406583,96.36721527,41.88078393,105.5811134,1,-1,-1,-1
70,1,15,880.7056299,357.7277272,104.1241309,142.0217963,1,-1,-1,-1
70,1,16,-57.28723207,228.5682771,67.37377378,174.9982507,1,-1,-1,-1
70,1,17,492.0693601,83.66332217,34.86851764,74.77752582,1,-1,-1,-1
70,1,18,662.7394142,225.5545983,73.48102572,141.3125905,1,-1,-1,-1
70,1,19,518.7498143,81.94857033,38.10590149,77.69565257,1,-1,-1,-1
70,1,20,870.933745,7.339934987,33.93942828,65.86219314,1,-1,-1,-1
70,1,22,965.6451887,364.547027,100.8842299,218.0538548,1,-1,-1,-1
70,1,23,877.956229,215.6772046,68.48136354,134.6108521,1,-1,-1,-1
70,1,24,744.6293231,204.6930371,68.50775028,119.0632262,1,-1,-1,-1
70,1,25,216.9670236,113.2321975,35.91022988,84.78151017,1,-1,-1,-1
70,1,27,960.857949,62.91616852,35.44297627,67.28753283,1,-1,-1,-1
70,1,26,633.2683208,233.79689,57.38235131,140.7960043,1,-1,-1,-1
71,1,1,-37.98872148,391.8127209,91.29665593,244.57595,1,-1,-1,-1
71,1,2,282.3300156,206.5676964,55.79432081,123.4510986,1,-1,-1,-1
71,1,3,1134.013149,96.71682275,41.09163589,105.1350541,1,-1,-1,-1
71,1,4,1132.06744,154.2323256,53.47601629,142.6811237,1,-1,-1,-1
71,1,5,375.8799519,209.3461093,68.74428261,108.4931192,1,-1,-1,-1
71,1,6,1002.264566,108.8480282,37.06779562,80.38422186,1,-1,-1,-1
71,1,7,537.3346043,202.8865581,59.41160495,104.4864125,1,-1,-1,-1
71,1,9,445.6692423,234.16439,71.39631645,170.5208663,1,-1,-1,-1
71,1,10,1060.336269,113.7424402,34.00653796,76.99252291,1,-1,-1,-1
71,1,11,317.3170128,354.509948,81.55603264,157.4287291,1,-1,-1,-1
71,1,12,605.5688672,228.5673022,79.39943487,181.966873,1,-1,-1,-1
71,1,13,3.416308655,173.0646277,72.39448497,144.4992309,1,-1,-1,-1
71,1,14,85.73608729,96.29235114,41.87988261,105.6489208,1,-1,-1,-1
71,1,15,876.7392742,356.8137141,103.5581092,143.5540232,1,-1,-1,-1
71,1,16,-55.43171884,229.1797994,66.71461875,173.6288681,1,-1,-1,-1
71,1,17,492.0838639,83.67660904,34.91063743,74.68660603,1,-1,-1,-1
71,1,18,662.1261069,223.6862771,74.6788446,144.7121574,1,-1,-1,-1
71,1,19,518.5157677,81.46688029,38.52478982,78.62215513,1,-1,-1,-1
71,1,20,870.8831607,7.229225979,34.03037183,66.10972278,1,-1,-1,-1
71,1,22,962.8848194,371.0374173,99.27382935,214.2287059,1,-1,-1,-1
71,1,23,875.5582271,215.0849203,67.62952983,133.9602099,1,-1,-1,-1
71,1,24,744.7884682,203.0507712,69.61504979,120.7365561,1,-1,-1,-1
71,1,25,217.0319509,112.6703228,35.69256788,83.94837223,1,-1,-1,-1
71,1,27,960.7824671,62.90552051,35.42130597,67.22021989,1,-1,-1,-1
72,1,1,-38.01519279,391.712514,91.34396137,244.7788398,1,-1,-1,-1
72,1,2,283.0774458,208.5852482,53.93634312,119.9590132,1,-1,-1,-1
72,1,3,1134.106828,96.74950739,41.00062098,104.9546922,1,-1,-1,-1
72,1,4,1132.001054,154.0149622,53.6470092,143.0660684,1,-1,-1,-1
72,1,5,375.9345423,209.5692669,68.72017219,107.9789786,1,-1,-1,-1
72,1,6,1002.362571,109.0524701,36.82600946,79.94832957,1,-1,-1,-1
72,1,7,537.7937117,204.6845752,57.5965681,99.62537228,1,-1,-1,-1
72,1,9,445.5840493,233.9962649,71.55170709,170.9626888,1,-1,-1,-1
72,1,10,1060.113896,113.6952647,34.43901909,77.94843342,1,-1,-1,-1
72,1,11,316.8957165,354.2382732,82.28586853,158.0837983,1,-1,-1,-1
72,1,12,605.3004694,228.9135995,75.94797894,175.8698434,1,-1,-1,-1
72,1,13,0.461538493,172.7577084,73.89274222,149.1767767,1,-1,-1,-1
72,1,14,85.69457733,96.25893935,41.94551938,105.8531219,1,-1,-1,-1
72,1,15,876.1510097,356.885255,101.4320713,143.2703518,1,-1,-1,-1
72,1,16,-54.67633217,229.3920885,66.39660776,173.1258203,1,-1,-1,-1
72,1,17,492.0410534,83.64329097,35.02402133,74.77709118,1,-1,-1,-1
72,1,18,662.5846294,221.0462541,73.71640012,144.3807371,1,-1,-1,-1
72,1,19,518.3443404,81.0082149,38.89201933,79.5305841,1,-1,-1,-1
72,1,20,870.9419395,7.217244293,33.97848994,66.10223669,1,-1,-1,-1
72,1,22,958.0076712,375.1907471,100.1234149,216.0006019,1,-1,-1,-1
72,1,23,878.2692097,213.83279,65.25616118,129.6007015,1,-1,-1,-1
72,1,24,744.5883177,201.8994063,70.52766633,122.2720729,1,-1,-1,-1
72,1,25,216.9979189,112.5042568,35.69082171,83.67443444,1,-1,-1,-1
72,1,27,960.924229,63.00828845,35.45545393,67.29530747,1,-1,-1,-1
72,1,8,611.8538539,228.7969502,97.63573206,174.4227826,1,-1,-1,-1
73,1,1,-37.9797636,391.7597327,91.33130249,244.7807502,1,-1,-1,-1
73,1,2,283.8153123,210.4685971,52.41999374,116.6650723,1,-1,-1,-1
73,1,3,1134.143682,96.71081525,41.02091561,105.0470401,1,-1,-1,-1
73,1,4,1131.948449,153.8854731,53.77540887,143.3554772,1,-1,-1,-1
73,1,5,376.0704634,209.7555145,68.60821553,107.5259531,1,-1,-1,-1
73,1,6,1002.454707,109.1661105,36.68553147,79.73194257,1,-1,-1,-1
73,1,7,537.5245281,208.1003925,57.63518204,98.19220237,1,-1,-1,-1
73,1,9,445.6511567,234.0467746,71.42947617,170.8049294,1,-1,-1,-1
73,1,10,1060.809187,113.8237566,33.08882136,74.62716061,1,-1,-1,-1
73,1,11,313.1063707,353.7887766,83.76816072,159.0411316,1,-1,-1,-1
73,1,12,604.3526047,232.8171198,70.71393831,166.1680205,1,-1,-1,-1
73,1,13,-0.286807719,172.7711596,73.7827449,150.5654752,1,-1,-1,-1
73,1,14,85.63074252,96.16625509,42.03628295,106.1049577,1,-1,-1,-1
73,1,15,875.3688538,356.5402886,96.00390544,138.9438143,1,-1,-1,-1
73,1,16,-54.85426613,228.9269251,66.6274112,174.1281407,1,-1,-1,-1
73,1,17,492.0372822,83.63905731,35.07666599,74.72105678,1,-1,-1,-1
