frame,play,id,x1,y1,w,h,1,-1,-1,-1
151,1,1,415.7963549,243.7262769,68.17434261,160.8743864,1,-1,-1,-1
152,1,1,413.9052897,242.9855904,69.2635388,162.414351,1,-1,-1,-1
153,1,1,412.94434,243.1941501,69.80494152,162.4017886,1,-1,-1,-1
154,1,1,409.7318088,243.6080675,70.04787846,161.6193009,1,-1,-1,-1
155,1,1,407.7489211,242.6956137,71.38086146,163.3520263,1,-1,-1,-1
156,1,1,404.3855226,244.2458306,71.12736499,160.4010505,1,-1,-1,-1
157,1,1,402.6918368,244.4942018,71.69386761,159.7216145,1,-1,-1,-1
158,1,1,399.2493659,245.7873337,71.58521069,157.4934327,1,-1,-1,-1
159,1,1,394.8796664,246.5884131,71.5648881,155.8644422,1,-1,-1,-1
160,1,1,393.335241,247.4965644,71.2660156,154.2330274,1,-1,-1,-1
161,1,1,389.7861171,248.0981042,70.99008589,153.6179337,1,-1,-1,-1
162,1,1,385.4654436,248.7402277,70.67658997,152.9059138,1,-1,-1,-1
163,1,1,381.0253489,252.4400477,69.95973661,151.0677491,1,-1,-1,-1
166,1,1,365.5452086,251.1976409,72.38309382,156.3031645,1,-1,-1,-1
167,1,1,359.9188655,255.6833296,67.45900479,147.1309608,1,-1,-1,-1
168,1,1,352.1288262,255.7079537,64.73172364,141.5676435,1,-1,-1,-1
169,1,1,346.6490053,259.9963547,62.45321106,136.9698856,1,-1,-1,-1
170,1,1,339.1474118,262.0922052,60.77542845,133.9521047,1,-1,-1,-1
171,1,1,333.0448094,262.5134544,60.69552639,134.4299529,1,-1,-1,-1
172,1,1,329.5537873,267.9948042,57.61450052,129.2679391,1,-1,-1,-1
174,1,1,311.9820254,265.0312528,58.12513529,130.2270736,1,-1,-1,-1
175,1,1,304.9692201,263.1864922,59.48289349,133.2948949,1,-1,-1,-1
176,1,1,298.426019,259.7550397,62.21012011,139.4393987,1,-1,-1,-1
177,1,1,294.7555164,256.0023105,65.35266234,146.7700252,1,-1,-1,-1
178,1,1,291.1070059,254.5221795,66.17243201,149.2034085,1,-1,-1,-1
179,1,1,289.7798512,254.0904961,66.05613419,149.6726136,1,-1,-1,-1
180,1,1,289.1971564,250.1994071,66.84584782,152.8680988,1,-1,-1,-1
181,1,1,287.825072,245.092127,68.91998701,159.0206682,1,-1,-1,-1
182,1,1,281.1277973,226.0562142,76.34320307,178.3608492,1,-1,-1,-1
183,1,1,276.1025963,202.6309261,84.39505538,200.8374571,1,-1,-1,-1
184,1,1,274.5683568,186.6456212,86.84055621,211.0842077,1,-1,-1,-1
185,1,1,278.6358381,190.3054749,78.89845173,194.5606494,1,-1,-1,-1
186,1,1,276.9806757,169.1073559,83.02671949,208.28191,1,-1,-1,-1
187,1,1,277.8882341,160.3754172,81.99730868,209.0462385,1,-1,-1,-1
188,1,1,280.7116161,152.7356782,82.12226192,212.3740602,1,-1,-1,-1
189,1,1,282.9834716,152.0654772,79.81638598,208.4835523,1,-1,-1,-1
190,1,1,282.9835719,152.6983182,76.09475923,200.0178861,1,-1,-1,-1
191,1,1,283.4133611,154.209227,73.63440148,194.1944586,1,-1,-1,-1
192,1,1,283.3434477,151.7396473,73.03509396,193.0957189,1,-1,-1,-1
193,1,1,283.0972079,149.9975781,73.51425426,194.853369,1,-1,-1,-1
194,1,1,285.6662286,149.0237339,74.1508593,196.4776705,1,-1,-1,-1
195,1,1,284.4342058,149.7086449,73.39645551,195.000031,1,-1,-1,-1
196,1,1,283.2459592,162.440673,68.20419101,182.6356952,1,-1,-1,-1
197,1,1,283.2055237,174.9954356,65.15295493,175.6111789,1,-1,-1,-1
198,1,1,284.069212,181.8466681,62.15961529,168.2173803,1,-1,-1,-1
199,1,1,281.5711338,190.766367,61.01439796,165.3674246,1,-1,-1,-1
201,1,1,275.9831243,200.2870294,61.79390662,167.7955822,1,-1,-1,-1
202,1,1,275.6514913,204.6859098,60.15580735,163.6545712,1,-1,-1,-1
203,1,1,277.4226348,216.7740774,56.32757326,153.3039203,1,-1,-1,-1
204,1,1,279.7916266,228.8646539,52.01612193,141.1816168,1,-1,-1,-1
205,1,1,277.2027675,238.0438435,56.80065372,153.0525948,1,-1,-1,-1
206,1,1,275.9666082,243.9743108,58.83548793,157.2473801,1,-1,-1,-1
207,1,1,273.4541794,249.0368754,58.00965372,153.7352798,1,-1,-1,-1
208,1,1,272.1611741,250.0604067,58.5051129,153.5392438,1,-1,-1,-1
209,1,1,271.6935689,254.0725959,58.44491674,151.8620724,1,-1,-1,-1
210,1,1,268.2242949,255.0957153,59.36798737,152.5108858,1,-1,-1,-1
211,1,1,266.1153019,254.4697851,60.64100083,154.4058644,1,-1,-1,-1
212,1,1,261.3014953,252.518665,62.88749169,158.2122133,1,-1,-1,-1
213,1,1,256.3904332,251.2610714,64.08018932,159.3178694,1,-1,-1,-1
214,1,1,251.3809125,248.521946,64.73544636,159.2033515,1,-1,-1,-1
215,1,1,245.9829769,246.4712912,66.02872501,160.1316195,1,-1,-1,-1
216,1,1,240.4586559,245.2687698,67.28496127,161.0026216,1,-1,-1,-1
217,1,1,234.9397182,244.7133087,68.41167188,161.8400359,1,-1,-1,-1
218,1,1,227.0601913,244.7625205,68.78373714,161.4267012,1,-1,-1,-1
219,1,1,220.3416519,246.288878,69.95510277,163.6008982,1,-1,-1,-1
220,1,1,215.2127965,247.6833572,70.02576143,163.3889055,1,-1,-1,-1
221,1,1,210.6069995,249.6387859,68.84110059,161.0227597,1,-1,-1,-1
222,1,1,206.8585558,251.2363319,67.28188247,158.1732648,1,-1,-1,-1
223,1,1,201.9584323,251.5975878,67.03945548,158.3890525,1,-1,-1,-1
224,1,1,196.5830729,252.362579,68.20450501,162.2320093,1,-1,-1,-1
225,1,1,191.2291772,252.0470189,68.65968863,164.5034826,1,-1,-1,-1
226,1,1,183.5472469,251.1100815,69.32871025,167.0337622,1,-1,-1,-1
227,1,1,176.971829,251.9075809,70.72909719,171.2134744,1,-1,-1,-1
228,1,1,171.6189177,252.9683752,70.52076181,171.4384597,1,-1,-1,-1
229,1,1,164.0732716,254.1651148,69.95245778,170.9278784,1,-1,-1,-1
230,1,1,158.2030022,256.6083401,69.64898008,171.4095876,1,-1,-1,-1
231,1,1,152.6767834,257.0977344,69.87545798,173.2785814,1,-1,-1,-1
232,1,1,147.6239518,257.7004224,69.31810502,172.8731981,1,-1,-1,-1
233,1,1,140.5222889,258.0063169,69.00891487,172.9666032,1,-1,-1,-1
234,1,1,133.9515442,258.7945574,70.02930749,175.981912,1,-1,-1,-1
235,1,1,127.8140452,258.0796648,71.51614961,180.1978454,1,-1,-1,-1
236,1,1,122.791971,258.3024389,71.88377587,181.270833,1,-1,-1,-1
237,1,1,117.2043208,259.6509648,73.33291752,184.7440233,1,-1,-1,-1
238,1,1,112.5835001,261.3049296,73.3283075,184.1576713,1,-1,-1,-1
239,1,1,107.5062285,264.1595526,74.04327794,184.9266076,1,-1,-1,-1
240,1,1,103.0054182,266.4406177,73.6522602,183.3422297,1,-1,-1,-1
241,1,1,98.43292937,266.8076272,73.55339609,183.4484226,1,-1,-1,-1
242,1,1,94.40810746,267.99542,72.54512199,181.6739266,1,-1,-1,-1
243,1,1,92.17395002,266.482793,73.01251981,184.1487841,1,-1,-1,-1
244,1,1,88.88211397,265.471261,72.833645,185.5952626,1,-1,-1,-1
245,1,1,87.35542915,261.6404735,73.16252808,188.0809949,1,-1,-1,-1
246,1,1,84.38382242,260.4378885,72.7001614,188.5931376,1,-1,-1,-1
247,1,1,80.45511386,258.919346,72.82499842,190.2419002,1,-1,-1,-1
248,1,1,78.47194269,257.1346723,73.40799206,192.9830533,1,-1,-1,-1
249,1,1,77.88415771,255.8424246,73.67737393,194.6960182,1,-1,-1,-1
250,1,1,75.35908018,256.0964005,73.12765792,194.2711591,1,-1,-1,-1
251,1,1,72.17163524,257.8897813,71.42762181,190.7120074,1,-1,-1,-1
251,1,30,638.1004822,288.973822,58.03276371,140.4692505,1,-1,-1,-1
252,1,1,71.05599214,261.8902823,70.41945383,188.8485822,1,-1,-1,-1
252,1,30,640.1358698,286.4863013,59.38013854,143.8225385,1,-1,-1,-1
253,1,1,68.00666092,264.2440743,69.66061522,187.0863561,1,-1,-1,-1
253,1,30,637.035459,284.3522063,60.57652215,146.8612196,1,-1,-1,-1
254,1,1,66.51858754,267.0805051,70.1624876,187.7392411,1,-1,-1,-1
254,1,30,635.1154836,281.5150935,62.08268158,150.8303728,1,-1,-1,-1
255,1,1,65.79709506,268.1306692,70.7177225,188.2345735,1,-1,-1,-1
255,1,30,630.6233896,276.4092299,64.05948084,155.7952899,1,-1,-1,-1
256,1,1,65.55726476,268.7910806,70.8851455,188.0300396,1,-1,-1,-1
256,1,30,627.9838609,271.8798283,66.19853973,161.2333993,1,-1,-1,-1
257,1,1,65.05182951,267.4178603,72.09134804,190.5690941,1,-1,-1,-1
257,1,30,626.7653209,267.3567941,67.65504485,164.5801291,1,-1,-1,-1
258,1,1,64.72563424,266.4010211,72.88923787,191.9389834,1,-1,-1,-1
258,1,30,622.1275889,261.427512,70.94490427,172.318567,1,-1,-1,-1
259,1,1,64.57403939,265.823445,73.42625126,192.7503084,1,-1,-1,-1
259,1,30,619.9605752,256.1508207,72.9651803,176.8928142,1,-1,-1,-1
260,1,1,64.90452997,264.1038074,73.16856267,191.8115571,1,-1,-1,-1
260,1,30,615.6224689,249.2353225,74.93386644,182.030828,1,-1,-1,-1
261,1,1,65.02022044,263.2946561,72.95669631,191.4052925,1,-1,-1,-1
261,1,30,614.051421,244.1674553,75.07396515,183.2056022,1,-1,-1,-1
262,1,1,65.16475525,262.8481032,72.89252105,191.5094477,1,-1,-1,-1
262,1,30,610.1910603,240.7391005,75.76329307,186.0418231,1,-1,-1,-1
263,1,1,65.58955576,263.5727684,72.11871668,189.7885466,1,-1,-1,-1
263,1,30,606.3111226,237.5991425,74.92621075,185.900811,1,-1,-1,-1
264,1,1,65.80092417,263.7019883,71.8206563,189.3950773,1,-1,-1,-1
264,1,30,604.8400777,236.1071117,74.13564501,186.0593167,1,-1,-1,-1
265,1,1,66.00149717,263.8349024,71.53568679,188.9613259,1,-1,-1,-1
265,1,30,601.1098769,236.3229645,74.6317518,189.3058009,1,-1,-1,-1
266,1,1,65.94403598,263.5200154,71.66162819,189.5862108,1,-1,-1,-1
266,1,30,599.9722355,237.3728737,74.06549383,189.1511757,1,-1,-1,-1
267,1,1,65.98874517,263.4530695,71.63650175,189.8119402,1,-1,-1,-1
267,1,30,597.5044871,239.4941532,72.44747512,186.0666983,1,-1,-1,-1
268,1,1,66.19130828,263.4962748,71.54753988,189.8066726,1,-1,-1,-1
268,1,30,596.7639659,240.5738483,71.64094517,184.3622023,1,-1,-1,-1
269,1,1,66.74382069,264.31824,70.957194,188.1818049,1,-1,-1,-1
269,1,30,596.3726908,241.5901281,71.16745081,183.1686785,1,-1,-1,-1
270,1,1,67.00225861,264.6334285,70.86960142,187.6680485,1,-1,-1,-1
270,1,30,593.3672861,241.5582619,71.26721614,183.5049768,1,-1,-1,-1
271,1,1,67.24348486,265.0674661,70.58309109,186.7640006,1,-1,-1,-1
271,1,30,591.9192274,241.7033681,71.25133267,183.6849356,1,-1,-1,-1
272,1,1,69.9948283,265.5067298,70.51642802,185.9370558,1,-1,-1,-1
272,1,30,589.1396417,240.2461581,70.30721163,181.3789195,1,-1,-1,-1
273,1,1,71.30417924,266.2224884,70.11667381,184.3734415,1,-1,-1,-1
273,1,30,587.7095007,239.6108301,69.69860978,180.3206403,1,-1,-1,-1
274,1,1,72.23399121,267.0941299,69.49607685,182.4980689,1,-1,-1,-1
274,1,30,584.7274592,240.2289518,68.75040509,178.1505073,1,-1,-1,-1
275,1,1,73.02006031,268.2488731,68.57952546,180.0077748,1,-1,-1,-1
275,1,30,580.3455216,239.3451107,69.42571321,179.3332103,1,-1,-1,-1
276,1,1,73.17333817,270.8292155,68.67676051,180.2134012,1,-1,-1,-1
276,1,30,578.3445695,239.4339231,69.80820974,179.4111889,1,-1,-1,-1
277,1,1,73.47543651,272.5943061,68.32191984,179.0960191,1,-1,-1,-1
277,1,30,575.4622737,240.8584825,69.18012127,177.0841979,1,-1,-1,-1
278,1,1,78.55205385,271.5930599,69.74651412,181.5133069,1,-1,-1,-1
278,1,30,573.3120492,242.4699503,70.27919445,178.7071004,1,-1,-1,-1
279,1,1,80.58720609,271.5430284,70.53588085,182.1888712,1,-1,-1,-1
279,1,30,570.0211706,244.8847809,70.03483559,176.6372053,1,-1,-1,-1
280,1,1,83.83341501,270.7062348,71.59724212,183.7326508,1,-1,-1,-1
280,1,30,568.8884102,247.0421168,69.5303764,174.0740485,1,-1,-1,-1
281,1,1,85.18501358,271.2123693,71.73810453,183.3010962,1,-1,-1,-1
281,1,30,565.7336369,248.589002,68.96918335,171.4538457,1,-1,-1,-1
282,1,1,85.77963022,270.8995297,71.74257895,182.9746046,1,-1,-1,-1
282,1,30,562.1065504,250.7635852,67.75896421,167.0535323,1,-1,-1,-1
283,1,1,85.85556749,269.7958516,72.52801187,184.3978185,1,-1,-1,-1
283,1,30,560.7333288,252.4436828,66.78473715,163.6974961,1,-1,-1,-1
284,1,1,88.19972979,266.9050115,73.34201545,185.5472783,1,-1,-1,-1
284,1,30,557.3804879,253.4818567,66.62466113,162.0253441,1,-1,-1,-1
285,1,1,92.36684359,266.7810662,72.99443359,183.9183959,1,-1,-1,-1
285,1,30,555.8965869,253.3912082,67.07543252,162.2348,1,-1,-1,-1
286,1,1,97.28093296,266.4449788,72.73041973,182.6510108,1,-1,-1,-1
286,1,30,554.9575889,252.6412789,68.00613006,163.5871214,1,-1,-1,-1
287,1,1,101.7754789,265.8985772,73.48685635,183.6265468,1,-1,-1,-1
287,1,30,554.6021294,252.2176421,68.39639697,164.018667,1,-1,-1,-1
288,1,1,107.0906153,266.4930896,72.64158806,180.9698828,1,-1,-1,-1
288,1,30,551.3475463,251.6455386,69.26841936,165.0967964,1,-1,-1,-1
289,1,1,112.8366362,268.5249191,71.00746407,176.7870361,1,-1,-1,-1
289,1,30,550.0559026,251.3572816,69.98010788,165.6425076,1,-1,-1,-1
290,1,1,121.7211371,272.1018235,68.88447273,171.4409026,1,-1,-1,-1
290,1,30,549.6174312,251.6489007,70.27217769,165.1872762,1,-1,-1,-1
291,1,1,129.0474711,277.6477003,66.5973641,166.0309264,1,-1,-1,-1
291,1,30,549.6174933,252.3333535,70.20136085,163.9228258,1,-1,-1,-1
292,1,1,135.5479857,282.5267646,64.34781914,160.1038149,1,-1,-1,-1
292,1,30,549.8734647,253.4986198,69.90760805,161.9572895,1,-1,-1,-1
293,1,1,140.7906782,285.8177288,64.399003,159.2263437,1,-1,-1,-1
293,1,30,550.3118809,255.0916425,69.18765697,159.0985912,1,-1,-1,-1
294,1,1,148.6420788,287.9102317,64.53401705,157.8924581,1,-1,-1,-1
294,1,30,553.2487328,257.9592993,69.22431757,158.4695218,1,-1,-1,-1
295,1,1,154.3159208,288.4255503,65.35139291,157.9264952,1,-1,-1,-1
295,1,30,554.6111538,260.0544333,68.99806744,157.0242934,1,-1,-1,-1
296,1,1,159.4158054,289.059635,65.59993637,156.7441732,1,-1,-1,-1
296,1,30,553.3372609,263.7911569,66.56121635,151.0912511,1,-1,-1,-1
297,1,1,167.1101871,286.9986216,66.24709273,155.9329496,1,-1,-1,-1
297,1,30,552.8162149,267.4484464,65.76600245,149.6965184,1,-1,-1,-1
298,1,1,169.1292174,284.6772512,67.85403132,157.990856,1,-1,-1,-1
298,1,30,553.3063809,270.3550575,64.04003808,146.4755432,1,-1,-1,-1
299,1,1,171.4409525,280.5355447,70.88832563,164.070673,1,-1,-1,-1
299,1,30,553.9554103,272.5886405,62.33792741,143.1225559,1,-1,-1,-1
300,1,1,171.9155902,274.6407673,73.25531582,169.3580356,1,-1,-1,-1
300,1,30,554.7113336,274.3692935,60.66646867,140.0577011,1,-1,-1,-1
301,1,1,172.9099935,264.8321396,78.03122312,179.648568,1,-1,-1,-1
301,1,30,555.1450376,275.2882571,59.71834837,138.306195,1,-1,-1,-1
302,1,1,175.3998995,253.93767,81.25554651,187.1068686,1,-1,-1,-1
302,1,30,554.5178521,276.0844621,60.80638679,141.715342,1,-1,-1,-1
303,1,1,176.1698995,245.6749792,83.11521036,191.490952,1,-1,-1,-1
303,1,30,554.4835847,276.4120352,60.97760242,142.962043,1,-1,-1,-1
304,1,1,179.6486654,240.4039352,82.63286356,190.4947274,1,-1,-1,-1
304,1,30,554.6001303,276.3561563,60.84384935,143.650613,1,-1,-1,-1
305,1,1,183.8526222,231.8046841,82.57423846,191.4596533,1,-1,-1,-1
305,1,30,555.4454897,275.2213045,59.34966008,141.0530399,1,-1,-1,-1
306,1,1,189.6767187,227.8494705,79.93901776,186.5496803,1,-1,-1,-1
306,1,30,555.3811861,275.3703807,59.88588078,143.4615584,1,-1,-1,-1
307,1,1,196.7545963,223.5866748,76.10541313,179.9097756,1,-1,-1,-1
307,1,30,558.7493932,273.9385235,59.08116517,142.6774147,1,-1,-1,-1
308,1,1,203.2505955,212.1799858,78.49790523,189.487712,1,-1,-1,-1
308,1,30,560.0362636,272.7671086,58.99667334,143.4495013,1,-1,-1,-1
309,1,1,210.8406023,198.977096,80.85874103,198.9977399,1,-1,-1,-1
309,1,30,560.2032068,271.0104117,59.65155253,145.971886,1,-1,-1,-1
310,1,1,214.2643944,190.6887835,81.58374347,203.3731061,1,-1,-1,-1
310,1,30,563.2305809,269.7168867,60.00385408,147.5754965,1,-1,-1,-1
311,1,1,222.7917502,190.8787589,78.50192272,198.470156,1,-1,-1,-1
311,1,30,564.8634035,266.9971406,59.72468537,147.4987942,1,-1,-1,-1
312,1,1,229.7514461,192.3703215,75.90103375,194.4143144,1,-1,-1,-1
312,1,30,567.8384147,263.5252909,61.00767634,151.2071079,1,-1,-1,-1
313,1,1,234.1296107,199.5878322,71.76104596,185.5111945,1,-1,-1,-1
313,1,30,575.5615653,260.9941766,60.177124,149.7184456,1,-1,-1,-1
314,1,1,237.9903694,203.7726779,71.32365964,186.282267,1,-1,-1,-1
314,1,30,578.0316218,257.9403655,61.05862891,152.6553737,1,-1,-1,-1
315,1,1,241.9445756,207.4726886,71.66743396,188.6334519,1,-1,-1,-1
315,1,30,582.1164734,254.2730412,61.0783989,153.3329088,1,-1,-1,-1
316,1,30,584.3137958,251.0549596,59.89907954,151.0343,1,-1,-1,-1
317,1,30,587.4970523,247.9666142,61.01006862,153.9579712,1,-1,-1,-1
318,1,30,591.4543392,246.1596249,61.80766735,156.2880457,1,-1,-1,-1
318,1,1,255.2724742,220.9996046,72.94884277,192.0038556,1,-1,-1,-1
319,1,30,595.4390045,244.2196498,63.05004354,159.5370657,1,-1,-1,-1
319,1,1,260.4769568,231.6908517,71.72228915,188.5623461,1,-1,-1,-1
320,1,30,600.5119829,244.9903114,62.25681185,157.8771454,1,-1,-1,-1
320,1,1,264.4639019,239.0100189,73.08470496,191.2699788,1,-1,-1,-1
321,1,30,604.3922467,243.9316926,58.16084007,147.6179603,1,-1,-1,-1
321,1,1,265.7963244,244.8722675,74.20375109,193.3410056,1,-1,-1,-1
322,1,30,607.8355703,244.0822429,58.63095495,148.9046582,1,-1,-1,-1
322,1,1,269.4666343,257.3975519,73.87336823,190.568869,1,-1,-1,-1
323,1,30,611.1184168,244.4571391,60.98741848,154.8893408,1,-1,-1,-1
323,1,1,274.5302158,264.9885407,72.17935641,185.3053066,1,-1,-1,-1
324,1,30,612.4846375,244.8379438,61.75362199,157.1111296,1,-1,-1,-1
324,1,1,277.4835122,274.0760693,69.42743867,176.8521993,1,-1,-1,-1
325,1,30,615.8820181,245.1126469,62.00535508,158.2214172,1,-1,-1,-1
325,1,1,281.5702096,280.3709686,67.89631877,172.3163007,1,-1,-1,-1
326,1,30,620.005996,244.6443365,62.3391296,159.6969219,1,-1,-1,-1
326,1,1,283.8606175,284.0308208,66.5624167,168.0762431,1,-1,-1,-1
327,1,30,625.2552326,245.8613289,61.28469954,157.6430685,1,-1,-1,-1
327,1,1,286.9691977,284.5025611,66.31043875,166.9910958,1,-1,-1,-1
328,1,30,632.4486309,241.3493409,62.25490497,160.4470079,1,-1,-1,-1
328,1,1,287.9727355,281.8661823,66.91564675,168.1566921,1,-1,-1,-1
329,1,30,638.8703196,241.1957443,61.31019726,158.1113513,1,-1,-1,-1
